"No.","Time","Source","Destination","Protocol","Length","Info"
"1305","28.645045","192.168.43.205","104.18.31.182","TCP","55","[TCP Keep-Alive] 63091  >  80 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"1306","28.693047","192.168.43.205","104.18.31.182","TCP","55","[TCP Keep-Alive] 63088  >  80 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"1307","28.708845","104.18.31.182","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 80  >  63091 [ACK] Seq=1 Ack=2 Win=67 Len=0 SLE=1 SRE=2"
"1308","28.708845","104.18.31.182","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 80  >  63089 [ACK] Seq=1 Ack=2 Win=67 Len=0 SLE=1 SRE=2"
"1309","28.750575","104.18.31.182","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 80  >  63088 [ACK] Seq=1 Ack=2 Win=67 Len=0 SLE=1 SRE=2"
"1310","28.813230","192.168.43.205","103.168.134.237","TLSv1.2","157","Application Data"
"1311","28.866936","103.168.134.237","192.168.43.205","TCP","54","443  >  63087 [ACK] Seq=28737 Ack=2998 Win=331 Len=0"
"1312","28.867251","103.168.134.237","192.168.43.205","TLSv1.2","386","Application Data"
"1313","28.871922","192.168.43.205","103.168.134.237","TLSv1.2","726","Application Data"
"1314","28.954866","103.168.134.237","192.168.43.205","TCP","54","443  >  63087 [ACK] Seq=29069 Ack=3670 Win=341 Len=0"
"1315","29.887114","192.168.43.205","192.168.43.1","DNS","83","Standard query 0xf075 A ctldl.windowsupdate.com"
"1316","29.887456","192.168.43.205","119.81.204.72","UDP","159","60598  >  443 Len=117"
"1317","29.947138","119.81.204.72","192.168.43.205","UDP","410","443  >  60598 Len=368"
"1318","29.947833","192.168.43.1","192.168.43.205","DNS","232","Standard query response 0xf075 A ctldl.windowsupdate.com CNAME wu-bg-shim.trafficmanager.net CNAME download.windowsupdate.com.edgesuite.net CNAME a767.dspw65.akamai.net A 114.10.2.105"
"1319","29.949849","192.168.43.205","192.168.43.1","DNS","83","Standard query 0xf075 A ctldl.windowsupdate.com"
"1320","29.951666","192.168.43.1","192.168.43.205","DNS","232","Standard query response 0xf075 A ctldl.windowsupdate.com CNAME wu-bg-shim.trafficmanager.net CNAME download.windowsupdate.com.edgesuite.net CNAME a767.dspw65.akamai.net A 114.10.2.105"
"1321","29.952529","192.168.43.205","184.27.122.65","TCP","66","63122  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1322","30.005621","184.27.122.65","192.168.43.205","TCP","66","80  >  63122 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1344 SACK_PERM=1 WS=128"
"1323","30.005987","192.168.43.205","184.27.122.65","TCP","54","63122  >  80 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"1324","30.024296","192.168.43.205","184.27.122.65","HTTP","341","GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?ea172b4f99ba8b23 HTTP/1.1 "
"1325","30.088611","184.27.122.65","192.168.43.205","TCP","54","80  >  63122 [ACK] Seq=1 Ack=288 Win=30336 Len=0"
"1326","30.088611","184.27.122.65","192.168.43.205","HTTP","321","HTTP/1.1 304 Not Modified "
"1327","30.132909","192.168.43.205","184.27.122.65","TCP","54","63122  >  80 [ACK] Seq=288 Ack=268 Win=65536 Len=0"
"1328","30.827634","103.168.134.237","192.168.43.205","TLSv1.2","709","Application Data"
"1329","30.873204","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3670 Ack=29724 Win=253 Len=0"
"1330","31.443576","192.168.43.205","142.250.4.94","TCP","55","[TCP Keep-Alive] 63101  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"1331","31.443578","192.168.43.205","142.250.4.94","TCP","55","[TCP Keep-Alive] 63073  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"1332","31.506941","142.250.4.94","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 80  >  63073 [ACK] Seq=1 Ack=2 Win=286 Len=0 SLE=1 SRE=2"
"1333","31.507599","142.250.4.94","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 80  >  63101 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1334","33.196462","192.168.43.205","36.37.122.158","TCP","55","[TCP Keep-Alive] 63121  >  8082 [ACK] Seq=1585 Ack=255823 Win=529408 Len=1"
"1335","33.196463","192.168.43.205","36.37.122.158","TCP","55","[TCP Keep-Alive] 63120  >  8082 [ACK] Seq=1596 Ack=643041 Win=529408 Len=1"
"1336","33.271527","36.37.122.158","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 8082  >  63121 [ACK] Seq=255823 Ack=1586 Win=30464 Len=0 SLE=1585 SRE=1586"
"1337","33.271777","36.37.122.158","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 8082  >  63120 [ACK] Seq=643041 Ack=1597 Win=30464 Len=0 SLE=1596 SRE=1597"
"1338","33.667800","192.168.43.205","35.186.227.140","TLSv1.2","93","Application Data"
"1339","33.722849","35.186.227.140","192.168.43.205","TLSv1.2","93","Application Data"
"1340","33.764090","192.168.43.205","35.186.227.140","TCP","54","63069  >  443 [ACK] Seq=40 Ack=40 Win=255 Len=0"
"1341","33.827322","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=29724 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1342","33.827658","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=31068 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1343","33.827845","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3670 Ack=32412 Win=257 Len=0"
"1344","33.828015","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=32412 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1345","33.828227","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=33756 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1346","33.828381","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3670 Ack=35100 Win=257 Len=0"
"1347","33.828535","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=35100 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1348","33.828535","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=36444 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1349","33.828797","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3670 Ack=37788 Win=257 Len=0"
"1350","33.829148","103.168.134.237","192.168.43.205","TCP","1398","443  >  63087 [ACK] Seq=37788 Ack=3670 Win=341 Len=1344 [TCP segment of a reassembled PDU]"
"1351","33.830586","103.168.134.237","192.168.43.205","TLSv1.2","415","Application Data, Application Data"
"1352","33.830761","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3670 Ack=39493 Win=257 Len=0"
"1353","33.876491","192.168.43.205","36.37.122.158","TLSv1.2","542","Application Data"
"1354","33.880478","192.168.43.205","36.37.122.158","TLSv1.2","536","Application Data"
"1355","33.886969","192.168.43.205","36.37.122.158","TCP","66","63123  >  8082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1356","33.934838","36.37.122.158","192.168.43.205","TCP","54","8082  >  63121 [ACK] Seq=255823 Ack=2068 Win=31488 Len=0"
"1357","33.934838","36.37.122.158","192.168.43.205","TCP","54","8082  >  63120 [ACK] Seq=643041 Ack=2085 Win=31488 Len=0"
"1358","33.946632","36.37.122.158","192.168.43.205","TCP","66","8082  >  63123 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"1359","33.946858","192.168.43.205","36.37.122.158","TCP","54","63123  >  8082 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"1360","33.951603","192.168.43.205","36.37.122.158","TLSv1.2","571","Client Hello"
"1361","34.026981","36.37.122.158","192.168.43.205","TCP","54","8082  >  63123 [ACK] Seq=1 Ack=518 Win=28416 Len=0"
"1362","34.027676","36.37.122.158","192.168.43.205","TLSv1.2","1398","Server Hello"
"1363","34.028536","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63123 [ACK] Seq=1345 Ack=518 Win=28416 Len=1344 [TCP segment of a reassembled PDU]"
"1364","34.028685","192.168.43.205","36.37.122.158","TCP","54","63123  >  8082 [ACK] Seq=518 Ack=2689 Win=65792 Len=0"
"1365","34.028866","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63123 [ACK] Seq=2689 Ack=518 Win=28416 Len=1344 [TCP segment of a reassembled PDU]"
"1366","34.028866","36.37.122.158","192.168.43.205","TLSv1.2","503","Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"1367","34.029038","192.168.43.205","36.37.122.158","TCP","54","63123  >  8082 [ACK] Seq=518 Ack=4482 Win=65792 Len=0"
"1368","34.029854","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=255823 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1369","34.031754","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=257167 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1370","34.032085","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=258511 Win=529408 Len=0"
"1371","34.039576","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=258511 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1372","34.039877","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=259855 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1373","34.040029","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=261199 Win=529408 Len=0"
"1374","34.040432","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=261199 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1375","34.040432","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=262543 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1376","34.040609","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=263887 Win=529408 Len=0"
"1377","34.040763","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=263887 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1378","34.040763","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=265231 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1379","34.041029","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=266575 Win=529408 Len=0"
"1380","34.041287","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=266575 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1381","34.041287","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=267919 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1382","34.041596","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=269263 Win=529408 Len=0"
"1383","34.043653","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=269263 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1384","34.044139","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1385","34.044298","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=271951 Win=529408 Len=0"
"1386","34.044472","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63121 [ACK] Seq=271951 Ack=2068 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1387","34.044472","36.37.122.158","192.168.43.205","TLSv1.2","1104","Application Data"
"1388","34.044636","192.168.43.205","36.37.122.158","TCP","54","63121  >  8082 [ACK] Seq=2068 Ack=274345 Win=529408 Len=0"
"1389","34.044788","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=643041 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1390","34.044788","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=644385 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1391","34.045085","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=645729 Win=529408 Len=0"
"1392","34.045253","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=645729 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1393","34.045253","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=647073 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1394","34.045253","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=648417 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1395","34.045451","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=649761 Win=529408 Len=0"
"1396","34.045591","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=649761 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1397","34.045809","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=651105 Win=529408 Len=0"
"1398","34.046165","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=651105 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1399","34.046528","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=652449 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1400","34.046528","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=653793 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1401","34.046759","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=655137 Win=529408 Len=0"
"1402","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=655137 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1403","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=656481 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1404","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=657825 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1405","34.048002","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1406","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=660513 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1407","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=661857 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1408","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=663201 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1409","34.048002","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=664545 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1410","34.048506","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=665889 Win=529408 Len=0"
"1411","34.048736","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=665889 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1412","34.048736","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=667233 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1413","34.048736","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=668577 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1414","34.048736","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=669921 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1415","34.049220","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=671265 Win=529408 Len=0"
"1416","34.049502","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=671265 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1417","34.049502","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=672609 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1418","34.049502","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=673953 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1419","34.049862","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=675297 Win=529408 Len=0"
"1420","34.050118","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1421","34.050118","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=676641 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1422","34.050118","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=677985 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1423","34.050118","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=679329 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1424","34.050482","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=680673 Win=529408 Len=0"
"1425","34.050845","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=680673 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1426","34.051244","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=682017 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1427","34.051244","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=683361 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1428","34.051415","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=684705 Win=529408 Len=0"
"1429","34.067722","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=684705 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1430","34.067722","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=686049 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1431","34.067722","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=687393 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1432","34.067722","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=688737 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1433","34.068110","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=690081 Win=529408 Len=0"
"1434","34.068328","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=690081 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1435","34.068328","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1436","34.068328","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=692769 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1437","34.068531","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=694113 Win=529408 Len=0"
"1438","34.068678","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=694113 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1439","34.068678","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=695457 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1440","34.068880","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=696801 Win=529408 Len=0"
"1441","34.069041","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=696801 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1442","34.069041","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=698145 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1443","34.069208","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=699489 Win=529408 Len=0"
"1444","34.069340","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=699489 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1445","34.069562","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=700833 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1446","34.069720","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=702177 Win=529408 Len=0"
"1447","34.069862","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=702177 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1448","34.070037","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=703521 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1449","34.070157","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=704865 Win=529408 Len=0"
"1450","34.071267","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=704865 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1451","34.071400","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=706209 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1452","34.071471","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=707553 Win=529408 Len=0"
"1453","34.072137","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1454","34.072539","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=708897 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1455","34.072633","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=710241 Win=528128 Len=0"
"1456","34.074160","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=710241 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1457","34.074561","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=711585 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1458","34.074661","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=712929 Win=525312 Len=0"
"1459","34.078143","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=712929 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1460","34.079363","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=714273 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1461","34.079447","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=715617 Win=522752 Len=0"
"1462","34.079795","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=715617 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1463","34.082407","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=716961 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1464","34.082547","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=718305 Win=519936 Len=0"
"1465","34.082676","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=718305 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1466","34.086122","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=719649 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1467","34.086212","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=720993 Win=517376 Len=0"
"1468","34.086514","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=720993 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1469","34.087639","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=722337 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1470","34.087721","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=723681 Win=514560 Len=0"
"1471","34.090064","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=723681 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1472","34.090386","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1473","34.090464","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=726369 Win=512000 Len=0"
"1474","34.090787","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=726369 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1475","34.092463","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1476","34.092542","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=729057 Win=509184 Len=0"
"1477","34.092891","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=729057 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1478","34.094480","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=730401 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1479","34.094558","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=731745 Win=506624 Len=0"
"1480","34.094863","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=731745 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1481","34.095058","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=733089 Ack=2085 Win=31488 Len=1344 [TCP segment of a reassembled PDU]"
"1482","34.095133","192.168.43.205","36.37.122.158","TCP","54","63120  >  8082 [ACK] Seq=2085 Ack=734433 Win=503808 Len=0"
